model,step,tokens,train_loss,lr,grad_norm,step_time_ms,tokens_per_second,gpu_allocated_mb,gpu_reserved_mb,gpu_peak_mb,gpu_peak_reserved_mb
full_attnres,158,83361792,6.6466715931892395,0.00013342657342657342,1.4872021675109863,24654.003577306867,21265.836129049178,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,159,83886080,6.562393665313721,0.00013426573426573424,0.9408825635910034,24653.225211426616,21266.507546322817,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,160,84410368,6.501770973205566,0.00013510489510489508,1.0040489435195923,24653.18737924099,21266.540181391407,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,161,84934656,6.59017026424408,0.00013594405594405593,1.1445250511169434,24649.081693962216,21270.082452135495,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,162,85458944,6.483511209487915,0.00013678321678321678,0.952791154384613,24681.455060839653,21242.183603342386,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,163,85983232,6.440768837928772,0.0001376223776223776,1.054282546043396,24679.50665205717,21243.860640800034,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,164,86507520,6.481603682041168,0.00013846153846153845,1.309260606765747,24655.153300613165,21264.84445695826,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,165,87031808,6.5066885352134705,0.0001393006993006993,0.8397296071052551,24658.745646476746,21261.746542850226,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,166,87556096,6.356447517871857,0.00014013986013986014,1.157657504081726,24657.14759938419,21263.12453161022,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,167,88080384,6.455305457115173,0.00014097902097902096,1.2367181777954102,24663.915326818824,21257.28997414715,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,168,88604672,6.4283469915390015,0.0001418181818181818,0.9820573329925537,24665.503876283765,21255.92092623376,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,169,89128960,6.453218519687653,0.00014265734265734266,1.012810468673706,24683.564141392708,21240.368570631323,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,170,89653248,6.420429944992065,0.00014349650349650348,0.6750423908233643,24655.117459595203,21264.875369553723,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,171,90177536,6.451063811779022,0.00014433566433566433,0.634584903717041,24652.023535221815,21267.544193721806,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,172,90701824,6.435147225856781,0.00014517482517482515,0.677187979221344,24655.112452805042,21264.879687877925,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,173,91226112,6.38057553768158,0.000146013986013986,0.687568187713623,24669.672790914774,21252.3288996797,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,174,91750400,6.3538511991500854,0.00014685314685314684,0.8026347160339355,24660.114651545882,21260.56619802186,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,175,92274688,6.424058198928833,0.00014769230769230766,0.8190773725509644,24651.292003691196,21268.17531192665,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,176,92798976,6.362417995929718,0.0001485314685314685,1.0146777629852295,24652.58365124464,21267.060987075492,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,177,93323264,6.3966925740242,0.00014937062937062936,1.0426011085510254,24664.92042131722,21256.423740450107,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,178,93847552,6.338514626026154,0.0001502097902097902,1.4178028106689453,24660.501832142472,21260.23239789239,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,179,94371840,6.317087829113007,0.00015104895104895103,1.2352840900421143,24670.20653374493,21251.869103035562,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,180,94896128,6.31040221452713,0.00015188811188811187,1.082968831062317,24663.690155372024,21257.48404627133,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,181,95420416,6.341271460056305,0.00015272727272727272,1.047784447669983,24659.98747944832,21260.67583922914,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,182,95944704,6.333876252174377,0.00015356643356643357,1.1421329975128174,24654.111988842487,21265.742616780226,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,183,96468992,6.325842559337616,0.0001544055944055944,1.3028815984725952,24652.728194370866,21266.936294690273,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,184,96993280,6.348772406578064,0.00015524475524475524,1.0439777374267578,24641.842691227794,21276.33093716,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,185,97517568,6.400425314903259,0.00015608391608391608,0.9822999835014343,24634.601123631,21282.585310345097,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,186,98041856,6.4196314215660095,0.0001569230769230769,1.1299508810043335,24636.674255132675,21280.79441935117,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,187,98566144,6.488557577133179,0.00015776223776223775,1.4898263216018677,24639.894530177116,21278.01315699184,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,188,99090432,6.431847095489502,0.00015860139860139857,0.9952577948570251,24639.458056539297,21278.390084592556,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,189,99614720,6.404330253601074,0.00015944055944055942,1.0881340503692627,24658.52592140436,21261.936000193014,8213.72265625,75492.0,63585.5556640625,75492.0
full_attnres,190,100139008,6.456120252609253,0.00016027972027972027,0.6463691592216492,25079.167924821377,20905.318771804275,8213.72265625,75492.0,63585.5556640625,75492.0
