sequence_id,canonical_group,token_sha256,CE_L,CE_H,difference
154,2,54f7629ed225c223e25fb21612ef73fc10a5182ca21ace7d0a6a71794b51a207,4.353669533679522,4.361694950202434,-0.00802541652291211
155,2,ed52730878c0e802254b3bfbbbfde509c93414dfc9286c044a48f449a0d181b7,3.7245019467323743,3.710997059664251,0.01350488706812314
156,2,2fc9227dbfc7a108d2b0c914a5da5f20672a41ac5f83a774e9ca69b1d0d1dc4e,4.1764979828990505,4.16371775664409,0.01278022625496078
157,2,f403a289cb9da817c5d46d4c9dfab4db33690ecffc52b3181ed4e86f08186626,4.256834576505412,4.266412612118188,-0.009578035612776148
158,2,4833abee1bd8bfb3ac0efa0b9b06d621c573b3836bacc7aa5d9beb62862325a0,4.538646393189424,4.523248829996646,0.015397563192777852
159,2,655078c1386a763ea0e5be97a64cab60186f8f9a7ece5a6ec3e9655de13108a0,4.338421891223049,4.319602071392694,0.0188198198303553
160,2,5d3ccd7b533aa2b2420c13a2d8735378834d68b42b8bbeeaa176e13bf6508607,4.387546025798372,4.387352825428266,0.00019320037010572833
161,2,7e483853d5d2a4dd660eb98f03e67b0050449c98e256f1cf3e45074aa95cebbf,4.3120951742818505,4.319895489283724,-0.007800315001873059
162,2,4ce6d04693314ba978e3ba7818aaf22d50c8482c4a79eef3397859c5be718e05,4.360918095055013,4.360680244049377,0.0002378510056360028
163,2,93168ebb6f56ab03fd9f0b96dad779c9daabdf3cc3683ceac8f81febeff501fa,4.152551511234293,4.135086527868282,0.01746498336601121
164,2,67081aab1039ba9fb7cb07877f8f53a5a04a5103efbacdbdac6a59a3afb4727d,3.845189643315358,3.897499951594625,-0.052310308279267304
165,2,569b26c1338afe46426aeb6029bebb6c072de68e7cdce834ced2a25a69784216,3.797436770315585,3.8086130694366176,-0.011176299121032685
166,2,25cd46dd13632d1f77bbc3b9d1f92e0fecbb337aa09a7dcf5d22ba6fe4ff856e,3.532169896145753,3.5528495289993316,-0.020679632853578767
167,2,7841022f5cbd0c0e409f44723ae5909bdfb48adaf76a95d6bfbdc597bf846972,3.737390873087918,3.769711829452035,-0.03232095636411714
168,2,b0e43c0653b3c1754babefae926c64c12055365670a07127e5bb69dde39b7e35,4.0569817873217815,4.047941217709976,0.009040569611805438
169,2,6c50f51944a5b4d3d87b5f8b996f98ac1279c2a501f5277c7c7f121b69709827,4.268054783448335,4.282453040057419,-0.014398256609084115
170,2,0be02c8b8c9c68234de029771559e5cd6d320982dcd7c7be7a2c5d2590f2815b,3.275044407688142,3.3076872269802493,-0.032642819292107106
171,2,b639b12b957c57cd8d4f84f5e80e6ddba38b4f601f2f1f8e837b7140268a32dd,3.3680362763388914,3.3657702911820024,0.0022659851568889167
172,2,8f0a11130bf769c287ab373825ecc0b6b45fe99b77137f2bf1e47215637c2082,3.8451703511651942,3.857595308725024,-0.012424957559829863
173,2,a8a63129d59fe1fffb1f38c3f1e563b1e9481a96fe49e252e011a6f395fa5490,4.1144557401107065,4.140413817611176,-0.0259580775004693
